Company,Budget,Director,Profit,Star,Month,Writer,Gross
Scott Rudin Productions,23000000,Jerry Zaks,-10217492,Meryl Streep,2,Scott McPherson,12782508
Davis Entertainment,46000000,Edward Zwick,13031057,Denzel Washington,7,Patrick Sheane Duncan,59031057
Miramax,20000000,Woody Allen,-10285518,Woody Allen,1,Woody Allen,9714482
Green Parrot,3000000,Paul Thomas Anderson,-2777441,Philip Baker Hall,2,Paul Thomas Anderson,222559
Australian Film Finance Corporation (AFFC),5500000,Scott Hicks,30311509,Geoffrey Rush,2,Jan Sardi,35811509
Davis Entertainment,80000000,Rob Cohen,-46976531,Sylvester Stallone,12,Leslie Bohem,33023469
Paramount Pictures,45000000,Simon Wincer,-27699111,Billy Zane,6,Lee Falk,17300889
Eleventh Street Production,3300000,Julian Schnabel,-338009,Jeffrey Wright,8,Lech Majewski,2961991
Good Machine,3500000,Edward Burns,5949219,Edward Burns,8,Edward Burns,9449219
Kushner-Locke Company The,3000000,Matthew Bright,-2704507,Reese Witherspoon,12,Matthew Bright,295493
Hollywood Pictures,18000000,Rick Friedberg,8906039,Leslie Nielsen,5,Jason Friedberg,26906039
Amblin Entertainment,8000000,David Koepp,-4405152,Kyle MacLachlan,8,James Burke,3594848
MDP Worldwide,30000000,Jean-Claude Van Damme,-8400000,Jean-Claude Van Damme,4,Frank Dux,21600000
TriStar Pictures,55000000,Tony Scott,-36426209,Robert De Niro,8,Peter Abrahams,18573791
Universal City Studios,13000000,Gilbert Adler,-7412145,Dennis Miller,8,William M. Gaines,5587855
Castle Rock Entertainment,4000000,Christopher Guest,-1076018,Christopher Guest,1,Christopher Guest,2923982
Warner Bros.,28000000,Neil Jordan,-16907441,Liam Neeson,10,Neil Jordan,11092559
Hollywood Pictures,38000000,Ridley Scott,-27700000,Jeff Bridges,2,Charles Gieg Jr.,10300000
Channel Four Films,4500000,Mike Leigh,8917292,Timothy Spall,2,Mike Leigh,13417292
Columbia Pictures Corporation,5000000,John Sayles,8269963,Chris Cooper,6,John Sayles,13269963
Interscope Communications,20000000,Paul Michael Glaser,-1123419,Shaquille O'Neal,7,Paul Michael Glaser,18876581
Paramount Pictures,20000000,John Schlesinger,6792700,Sally Field,1,Erika Holzer,26792700
Bad Bird Productions,13000000,Tim Pope,4883659,Vincent Perez,8,James O'Barr,17883659
Universal Pictures,25000000,Ernest R. Dickerson,-3837580,Damon Wayans,9,Joe Gayton,21162420
Castle Rock Entertainment,36000000,Rob Reiner,-22947259,Alec Baldwin,1,Lewis Colick,13052741
Chicago Pacific Entertainment,50000000,Andrew Davis,-29449288,Keanu Reeves,8,Arne Schmidt,20550712
Largo Entertainment,29000000,Lee Tamahori,-17500000,Nick Nolte,4,Peter Dexter,11500000
Warner Bros.,45000000,John Gray,-24900000,Steven Seagal,10,Kevin Brodbin,20100000
TriStar Pictures,42000000,Barbra Streisand,-747572,Barbra Streisand,11,André Cayatte,41252428
Ladd Company The,15000000,Arlene Sanford,6397954,Shelley Long,8,Sherwood Schwartz,21397954
Touchstone Pictures,60000000,Jon Avnet,-8911295,Robert Redford,3,Joan Didion,51088705
Universal Pictures,25530000,Alan Shapiro,-5482285,Paul Hogan,5,Ricou Browning,20047715
Mundy Lane Entertainment,40000000,Penny Marshall,8102795,Denzel Washington,12,Robert Nathan,48102795
Paramount Pictures,12000000,Mike Judge,51071133,Mike Judge,12,Mike Judge,63071133
Geffen Pictures,13000000,John Payson,-8388376,Jerry O'Connell,7,John Payson,4611624
Morgan Creek Productions,7000000,Eric Red,-5944475,Mariel Hemingway,11,Wayne Smith,1055525
Nickelodeon Movies,13000000,Bronwen Hughes,13539321,Michelle Trachtenberg,7,Louise Fitzhugh,26539321
Jackson/McHenry CompanyThe,8000000,Martin Lawrence,26746109,Martin Lawrence,4,Martin Lawrence,34746109
Miramax,7000000,David O. Russell,7891000,Ben Stiller,4,David O. Russell,14891000
Columbia Pictures Corporation,44000000,Brian Gibson,-21245275,Demi Moore,2,George Dawes Green,22754725
Imagine Entertainment,39000000,Jonathan Lynn,-8643207,Steve Martin,3,Nat Hiken,30356793
Columbia Pictures Corporation,25000000,Ringo Lam,-10497517,Jean-Claude Van Damme,9,Larry Ferguson,14502483
United Artists Pictures,30000000,Howard Franklin,-21710028,Bill Murray,11,Roy Blount Jr.,8289972
Peters Entertainment,21500000,Peter Segal,794341,Jack Lemmon,12,E. Jack Kaplan,22294341
New Line Cinema,25000000,Steve Barron,-9905470,Martin Landau,7,Sherry Mills,15094530
British Broadcasting Corporation (BBC),7000000,Michael Winterbottom,-6594856,Christopher Eccleston,10,Hossein Amini,405144
NFH Productions,47000000,Stephen Frears,-41400000,Julia Roberts,2,Valerie Martin,5600000
Miramax,8000000,Matt Reeves,-2387414,David Schwimmer,5,Jason Katims,5612586
Castle Rock Entertainment,38000000,Michael Apted,-20694789,Hugh Grant,9,Michael Palmer,17305211
Addis Wechsler Pictures,1300000,Steve Buscemi,-604771,Steve Buscemi,10,Steve Buscemi,695229
Independent Pictures (II),3000000,Alexander Payne,-2846845,Laura Dern,12,Alexander Payne,153155
Caravan Pictures,35000000,Barbet Schroeder,-26202161,Meryl Streep,2,Rosellen Brown,8797839
Longview Entertainment,24000000,Bill Couturié,-17712000,Matt LeBlanc,3,Ken Richards,6288000
Dino De Laurentiis Company,18000000,John Dahl,-15219722,Ray Liotta,2,Bill Geddie,2780278
Universal Pictures,50000000,James Foley,-35448641,Chris O'Donnell,10,John Grisham,14551359
New Line Cinema,15000000,Farhad Mann,-12590775,Patrick Bergin,1,Farhad Mann,2409225
Castle Rock Entertainment,40000000,Harold Becker,-19800000,Al Pacino,2,Ken Lipper,20200000
Castle Rock Entertainment,23000000,Fraser C. Heston,-11432977,Thora Birch,8,Andy Burg,11567023
Renaissance Films,5000000,Trevor Nunn,-4448455,Helena Bonham Carter,10,William Shakespeare,551545
Metro-Goldwyn-Mayer (MGM),25000000,Kevin Hooks,-7900000,Laurence Fishburne,7,Preston A. Whitmore II,17100000
October Films,12500000,Abel Ferrara,-11272676,Christopher Walken,11,Nicholas St. John,1227324
Fox Searchlight Pictures,12000000,Spike Lee,-7097000,Theresa Randle,3,Suzan-Lori Parks,4903000
A Band Apart,2309723,Reb Braddock,-2260103,William Baldwin,9,Reb Braddock,49620
Recorded Picture Company (RPC),22000000,Bob Rafelson,-20924712,Jack Nicholson,2,Nick Villiers,1075288
PVM Entertainment,25000000,Phil Joanou,-19995000,Alec Baldwin,5,James Lee Burke,5005000
Permut Presentations,30000000,Steve Rash,1356117,Whoopi Goldberg,5,Steve Zacharias,31356117
Bruin Grip Services,8000000,Larry Bishop,-7919974,Ellen Barkin,11,Larry Bishop,80026
Imagine Entertainment,25000000,John Landis,-22584407,Tom Arnold,8,James Marshall,2415593
TriStar Pictures,25000000,Richard Benjamin,-14930000,Shirley MacLaine,4,Cornell Woolrich,10070000
Albino Alligator Productions,5000000,Kevin Spacey,-4673692,Matt Dillon,1,Christian Forte,326308
Pope Productions,500000,Lisa Krueger,2313,Scarlett Johansson,7,Lisa Krueger,502313
Regency Enterprises,17000000,Arthur Hiller,-13691242,Tom Arnold,8,Don Rhymer,3308758
Fine Line Features,6000000,Keith Gordon,-5607638,Nick Nolte,11,Kurt Vonnegut Jr.,392362
Merchant Ivory Productions,16000000,James Ivory,-13998000,Anthony Hopkins,9,Arianna Huffington,2002000
Fernando Trueba Producciones Cinematográficas,24000000,Fernando Trueba,-23407129,Antonio Banderas,3,Donald E. Westlake,592871
New Regency Pictures,30000000,Norman Jewison,-25643000,Whoopi Goldberg,9,Jeff Rothberg,4357000
CiBy 2000,19000000,Robert Altman,-17646176,Jennifer Jason Leigh,8,Robert Altman,1353824
Motion Picture Corporation of America (MPCA),5000000,Eric Schaeffer,-364656,Sarah Jessica Parker,3,Eric Schaeffer,4635344
Twentieth Century Fox Film Corporation,7000000,Christopher Hampton,-6893394,Bob Hoskins,11,Joseph Conrad,106606
Castle Rock Entertainment,6000000,Lee David Zlotoff,6643776,Alison Elliott,9,Lee David Zlotoff,12643776
Triumph Films,19000000,Norberto Barba,-14067085,Mario Van Peebles,8,Robert Mason,4932915
Twentieth Century Fox Film Corporation,200000000,James Cameron,458672302,Leonardo DiCaprio,12,James Cameron,658672302
Be Gentlemen Limited Partnership,10000000,Gus Van Sant,128433435,Robin Williams,1,Matt Damon,138433435
Gaumont,93000000,Luc Besson,-29459980,Bruce Willis,5,Luc Besson,63540020
Tig Productions,80000000,Kevin Costner,-62373766,Kevin Costner,12,David Brin,17626234
Walt Disney Pictures,85000000,Ron Clements,14046791,Tate Donovan,6,Ron Clements,99046791
Melampo Cinematografica,20000000,Roberto Benigni,37598247,Roberto Benigni,2,Vincenzo Cerami,57598247
TriStar Pictures,105000000,Paul Verhoeven,-50185623,Casper Van Dien,11,Edward Neumeier,54814377
Warner Bros.,90000000,Robert Zemeckis,10920329,Jodie Foster,7,James V. Hart,100920329
Guild,62000000,Adrian Lyne,-60600000,Jeremy Irons,9,Vladimir Nabokov,1400000
Touchstone Pictures,75000000,Simon West,26117573,Nicolas Cage,6,Scott Rosenberg,101117573
New Line Cinema,15000000,Paul Thomas Anderson,11400640,Mark Wahlberg,10,Paul Thomas Anderson,26400640
Columbia Pictures Corporation,90000000,Barry Sonnenfeld,160690539,Tommy Lee Jones,7,Lowell Cunningham,250690539
Regency Enterprises,35000000,Curtis Hanson,29616940,Kevin Spacey,9,James Ellroy,64616940
Warner Bros.,125000000,Joel Schumacher,-17674805,Arnold Schwarzenegger,6,Bob Kane,107325195
Permut Presentations,80000000,John Woo,32225777,John Travolta,6,Mike Werb,112225777
Polygram Filmed Entertainment,50000000,David Fincher,-1676352,Michael Douglas,9,John Brancato,48323648
Columbia Pictures Corporation,36000000,Andrew Niccol,-23660367,Ethan Hawke,10,Andrew Niccol,12339633
Warner Bros.,57000000,Taylor Hackford,3984028,Keanu Reeves,10,Andrew Neiderman,60984028
Mandalay Entertainment,17000000,Jim Gillespie,55586134,Jennifer Love Hewitt,10,Lois Duncan,72586134
Miramax,12000000,Quentin Tarantino,27673162,Pam Grier,12,Quentin Tarantino,39673162
Brandywine Productions,75000000,Jean-Pierre Jeunet,-27251390,Sigourney Weaver,11,Dan O'Bannon,47748610
Universal Pictures,73000000,Steven Spielberg,156086679,Jeff Goldblum,5,Michael Crichton,229086679
Golar Productions,60000000,Paul W.S. Anderson,-33326758,Laurence Fishburne,8,Philip Eisner,26673242
Eon Productions,110000000,Roger Spottiswoode,15332007,Pierce Brosnan,12,Bruce Feirstein,125332007
Twentieth Century Fox Film Corporation,50000000,Don Bluth,8406347,Meg Ryan,11,Susan Gauthier,58406347
Twentieth Century Fox Film Corporation,90000000,Mick Jackson,-40676532,Tommy Lee Jones,4,Jerome Armstrong,49323468
Mandalay Entertainment,35000000,Mike Newell,6909762,Al Pacino,2,Joseph D. Pistone,41909762
TriStar Pictures,50000000,James L. Brooks,98478011,Jack Nicholson,12,Mark Andrus,148478011
Capella International,17000000,Jay Roach,36883989,Mike Myers,5,Mike Myers,53883989
October Films,15000000,David Lynch,-11203301,Bill Pullman,2,David Lynch,3796699
Constellation Entertainment,40000000,Francis Ford Coppola,5856732,Matt Damon,11,John Grisham,45856732
Universal Pictures,45000000,Tom Shadyac,136410615,Jim Carrey,3,Paul Guay,181410615
Universal Pictures,116000000,Roger Donaldson,-48872240,Pierce Brosnan,2,Leslie Bohem,67127760
Q Productions,20000000,Gregory Nava,15422828,Jennifer Lopez,3,Gregory Nava,35422828
New Line Cinema,40000000,Mark A.Z. Dippé,14967359,John Leguizamo,8,Todd McFarlane,54967359
TriStar Pictures,46000000,P.J. Hogan,81120029,Julia Roberts,6,Ronald Bass,127120029
Dimension Films,24000000,Wes Craven,77363301,Neve Campbell,12,Kevin Williamson,101363301
Cinema Line Film Corporation,45000000,Luis Llosa,20885767,Jon Voight,4,Hans Bauer,65885767
Fine Line Features,1300000,Harmony Korine,-1280180,Nick Sutton,11,Harmony Korine,19820
DreamWorks,36000000,Steven Spielberg,8175394,Djimon Hounsou,12,David Franzoni,44175394
Walt Disney Pictures,55000000,Sam Weisman,50263257,Brendan Fraser,7,Jay Ward,105263257
Columbia Pictures Corporation,85000000,Wolfgang Petersen,87956409,Harrison Ford,7,Andrew W. Marlowe,172956409
Dimension Films,30000000,Guillermo del Toro,-4519510,Mira Sorvino,8,Donald A. Wollheim,25480490
Twentieth Century Fox Film Corporation,32000000,Raja Gosnell,-1117485,Alex D. Linz,12,John Hughes,30882515
Kuzui Enterprises,1000000,Trey Parker,-417976,Trey Parker,10,Trey Parker,582024
Polygram Filmed Entertainment,22000000,Mel Smith,23319423,Rowan Atkinson,11,Rowan Atkinson,45319423
Mandalay Entertainment,70000000,Jean-Jacques Annaud,-32042318,Brad Pitt,10,Heinrich Harrer,37957682
The Institute for the Intellectual Development of Children & Young Adults,180000,Majid Majidi,745402,Mohammad Amir Naji,1,Majid Majidi,925402
Hollywood Pictures,15000000,George Armitage,13014536,John Cusack,4,Tom Jankiewicz,28014536
Caravan Pictures,50000000,Ridley Scott,-1830844,Demi Moore,8,Danielle Alexandra,48169156
Redwave Films,3500000,Peter Cattaneo,42450122,Robert Carlyle,9,Simon Beaufoy,45950122
Paramount Pictures,27000000,Gary Fleder,33527873,Morgan Freeman,10,James Patterson,60527873
Too Askew Prod. Inc.,250000,Kevin Smith,11756514,Ben Affleck,4,Kevin Smith,12006514
Columbia Pictures Corporation,25000000,Bob Spiers,4342592,Melanie Brown,1,Spice Girls,29342592
Castle Rock Entertainment,50000000,Clint Eastwood,7168,Clint Eastwood,2,David Baldacci,50007168
New Line Cinema,30000000,John R. Leonetti,5927406,Robin Shou,11,Ed Boon,35927406
Miramax,10000000,James Mangold,34886089,Sylvester Stallone,8,James Mangold,44886089
Paramount Pictures,35000000,Frank Oz,28856929,Kevin Kline,9,Paul Rudnick,63856929
Fox Searchlight Pictures,18000000,Ang Lee,-10162368,Kevin Kline,11,Rick Moody,7837632
Universal Pictures,60000000,Michael Caton-Jones,-5069720,Bruce Willis,11,Kenneth Ross,54930280
Phoenix Pictures,19000000,Oliver Stone,-12366600,Sean Penn,10,John Ridley,6633400
Paramount Pictures,20000000,Betty Thomas,21198146,Howard Stern,3,Howard Stern,41198146
Paramount Pictures,9000000,Brian Robbins,14687907,Kel Mitchell,7,Dan Schneider,23687907
Warner Bros.,35000000,Clint Eastwood,-9921063,John Cusack,11,John Berendt,25078937
Baltimore Pictures,15000000,Barry Levinson,28022524,Dustin Hoffman,1,Larry Beinhart,43022524
Paramount Pictures,68000000,Phillip Noyce,-6644564,Val Kilmer,4,Leslie Charteris,61355436
Blue Tulip Productions,160000000,Jan de Bont,-111391934,Sandra Bullock,6,Graham Yost,48608066
Warner Bros.,25000000,Stephen Kessler,11429528,Chevy Chase,2,Elisa Bell,36429528
Columbia Pictures Corporation,86000000,Alan J. Pakula,-43131652,Harrison Ford,3,Kevin Jarre,42868348
Warner Bros.,75000000,Richard Donner,982834,Mel Gibson,8,Brian Helgeland,75982834
Polygram Filmed Entertainment,29000000,Peter Hewitt,-6640707,John Goodman,2,Mary Norton,22359293
Walt Disney Pictures,32000000,John Pasquin,27925026,Tim Allen,3,Hervé Palud,59925026
Dino De Laurentiis Company,36000000,Jonathan Mostow,14129186,Kurt Russell,5,Jonathan Mostow,50129186
Walt Disney Pictures,80000000,Les Mayfield,12977226,Robin Williams,11,Samuel W. Taylor,92977226
DreamWorks,38000000,Gore Verbinski,23917389,Nathan Lane,12,Adam Rifkin,61917389
3 Arts Entertainment,10000000,Glenn Gordon Caron,21058643,Jennifer Aniston,8,Arleen Sorkin,31058643
DreamWorks,50000000,Mimi Leder,-8736860,George Clooney,9,Leslie Cockburn,41263140
United Artists,30000000,Bill Duke,-6538987,Laurence Fishburne,8,Chris Brancato,23461013
DC Entertainment,16000000,Kenneth Johnson,-14289028,Shaquille O'Neal,8,Louise Simonson,1710972
British Broadcasting Corporation (BBC),10000000,Brian Gilbert,-7842299,Stephen Fry,5,Richard Ellmann,2157701
Hollywood Pictures,22000000,Anthony Waller,4570463,Tom Everett Scott,12,John Landis,26570463
Image Organization,5000000,Robert Kurtzman,10719109,Tammy Lauren,9,Peter Atkins,15719109
Warner Bros.,60000000,Félix Enríquez Alcalá,-43771552,Steven Seagal,9,Jeb Stuart,16228448
Walt Disney Pictures,3000000,Charles Martin Smith,21629916,Michael Jeter,8,Kevin DiCicco,24629916
British Broadcasting Corporation (BBC),40000000,Peter Hyams,-6043392,Penelope Ann Miller,1,Douglas Preston,33956608
Fox 2000 Pictures,7500000,George Tillman Jr.,35990057,Vanessa Williams,9,George Tillman Jr.,43490057
New Line Cinema,25000000,Brett Ratner,16067398,Charlie Sheen,8,Joel Cohen,41067398
Pacific Western,37000000,Jeb Stuart,-30517805,Danny Glover,10,Jeb Stuart,6482195
New Amsterdam Entertainment,1000000,Mark Pavia,-874603,Miguel Ferrer,2,Stephen King,125397
Sweetland Films,20000000,Woody Allen,-9430929,Woody Allen,1,Woody Allen,10569071
Touchstone Pictures,25000000,Steve Oedekerk,19455658,Martin Lawrence,7,Steve Oedekerk,44455658
De Fina-Cappa,28000000,Martin Scorsese,-22467699,Tenzin Thuthob Tsarong,1,Melissa Mathison,5532301
Mandalay Entertainment,30000000,Hark Tsui,-18561663,Jean-Claude Van Damme,4,Don Jakoby,11438337
Columbia Pictures Corporation,20000000,Marco Brambilla,-5672794,Alicia Silverstone,8,Max D. Adams,14327206
Fox Searchlight Pictures,1000000,James Toback,950218,Robert Downey Jr.,4,James Toback,1950218
Channel Four Films,12000000,Danny Boyle,-7733757,Cameron Diaz,10,John Hodge,4266243
Icon Entertainment International,35000000,Bernard Rose,-34208170,Sophie Marceau,4,Leo Tolstoy,791830
Beacon Communications,12000000,Andy Wilson,-7947653,David Duchovny,10,Mark Haskell Smith,4052347
China Film Co-Production Corporation,35000000,Ronny Yu,-28551183,Angus Macfadyen,5,Michael Vickerman,6448817
Metro-Goldwyn-Mayer (MGM),48000000,Jon Avnet,-25584560,Richard Gere,10,Robert King,22415440
Warner Bros.,20000000,Jon Amiel,-6198245,Bill Murray,11,Robert Farrar,13801755
Warner Bros.,25000000,John Singleton,-11895506,Jon Voight,2,Gregory Poirier,13104494
Miramax,18000000,Nick Cassavetes,-10778164,Sean Penn,8,John Cassavetes,7221836
Universal Pictures,25000000,Fred Schepisi,-15618740,John Cleese,1,John Cleese,9381260
Live Entertainment,5000000,Peter O'Fallon,-3307128,Christopher Walken,4,Josh McKinney,1692872
Hollywood Pictures,8000000,Steve James,-7467810,Jared Leto,1,Steve James,532190
Universal Pictures,28000000,Michael Ritchie,-19880795,Martin Short,7,Jeff Rothberg,8119205
Walt Disney Pictures,30000000,Stanley Tong,-8617544,Leslie Nielsen,12,Pat Proft,21382456
Icon Entertainment International,20000000,Kevin Reynolds,-14283920,Samuel L. Jackson,7,Scott Yagemann,5716080
David Kirschner Productions,32000000,Mark Dindal,-28437251,Scott Bakula,3,Mark Dindal,3562749
JVC Entertainment Networks,6000000,Paul Schrader,302154,Nick Nolte,2,Russell Banks,6302154
Trimark Pictures,6000000,Kasi Lemmons,8821531,Samuel L. Jackson,11,Kasi Lemmons,14821531
Saban Entertainment,8000000,Shuki Levy,109349,Jason David Frank,3,Shuki Levy,8109349
Warner Bros.,50000000,Costa-Gavras,-39443804,John Travolta,11,Tom Matthews,10556196
Agenda,3300000,Kevin Allen,-3225812,Llyr Ifans,5,Kevin Allen,74188
Touchstone Pictures,55000000,Thomas Carter,-23012437,Eddie Murphy,1,Randy Feldman,31987563
Miramax,9000000,Michael Winterbottom,-8660352,Stephen Dillane,11,Michael Nicholson,339648
Bubble Factory The,17000000,Paul Miller,-13493794,John Leguizamo,2,David Bar Katz,3506206
Bavaria Film,35000000,Bille August,-32778006,Julia Ormond,2,Peter Høeg,2221994
Butcher's Run Films,5000000,Robert Duvall,15733485,Robert Duvall,2,Robert Duvall,20733485
New Line Cinema,24000000,Mike Figgis,-21381665,Wesley Snipes,11,Mike Figgis,2618335
Northern Lights Entertainment,85000000,Ivan Reitman,-56340396,Robin Williams,5,Francis Veber,28659604
Universal Pictures,35000000,Bryan Spicer,-3388775,Tim Allen,12,Jana Howington,31611225
Bandeira Entertainment,1500000,Mark Waters,-882597,Parker Posey,10,Wendy MacLeod,617403
Orion Pictures,3000000,Tom Schulman,559990,Joe Pesci,4,Tom Schulman,3559990
Jasmine Productions Inc.,10000000,David Mamet,200000,Steve Martin,5,David Mamet,10200000
Caravan Pictures,53000000,Christopher Cain,-33263068,Joe Pesci,5,Jill Mazursky,19736932
Largo Entertainment,8000000,John Irvin,-6504668,Harvey Keitel,3,Ken Solarz,1495332
